FinanceKey,OrganizationKey,DepartmentKey,ScenarioKey,AccountKey,Amount,Date
22510,12,1,Actual,77,18.84,31 Aug 2029
22511,12,1,Actual,78,7.14,31 Aug 2029
22512,12,1,Actual,80,22.04,31 Aug 2029
22513,12,1,Actual,81,13.53,31 Aug 2029
22514,12,1,Actual,82,1.82,31 Aug 2029
22515,12,1,Actual,83,5.01,31 Aug 2029
22516,12,1,Actual,84,5.01,31 Aug 2029
22517,12,1,Actual,85,3.95,31 Aug 2029
22518,12,1,Actual,87,19.91,31 Aug 2029
22519,12,1,Actual,89,39.06,31 Aug 2029
22520,12,1,Actual,90,59.27,31 Aug 2029
22521,12,1,Actual,91,-46.05,31 Aug 2029
22522,12,1,Actual,92,78.42,31 Aug 2029
22523,12,1,Actual,96,2,31 Aug 2029
22524,12,2,Actual,12,550.77,31 Aug 2029
22525,12,6,Actual,52,53.95,31 Aug 2029
22526,12,6,Actual,53,53.95,31 Aug 2029
22527,12,6,Actual,56,1455.04,31 Aug 2029
22528,12,6,Actual,57,133.74,31 Aug 2029
22529,12,6,Actual,60,3894.45,31 Aug 2029
22530,12,6,Actual,61,319.91,31 Aug 2029
22531,12,6,Actual,62,400.77,31 Aug 2029
22532,12,6,Actual,63,3.95,31 Aug 2029
22533,12,6,Actual,65,56.08,31 Aug 2029
22534,12,6,Actual,66,51.82,31 Aug 2029
22535,12,6,Actual,67,25.23,31 Aug 2029
22536,12,6,Actual,68,18.84,31 Aug 2029
22537,12,6,Actual,69,6.08,31 Aug 2029
22538,12,6,Actual,71,9.27,31 Aug 2029
22539,12,6,Actual,72,1.82,31 Aug 2029
22540,12,6,Actual,73,32.67,31 Aug 2029
22541,12,6,Actual,74,48.63,31 Aug 2029
22542,12,6,Actual,76,36.93,31 Aug 2029
22543,12,6,Actual,77,63.53,31 Aug 2029
22544,12,6,Actual,78,19.91,31 Aug 2029
22545,12,6,Actual,80,74.16,31 Aug 2029
22546,12,6,Actual,81,46.5,31 Aug 2029
22547,12,6,Actual,82,5.01,31 Aug 2029
22548,12,6,Actual,83,17.78,31 Aug 2029
22549,12,6,Actual,84,15.65,31 Aug 2029
22550,12,6,Actual,85,13.53,31 Aug 2029
22551,12,6,Actual,87,58.21,31 Aug 2029
22552,12,6,Actual,89,147.57,31 Aug 2029
22553,12,6,Actual,90,226.3,31 Aug 2029
22554,12,6,Actual,91,-180.09,31 Aug 2029
22555,12,6,Actual,92,301.83,31 Aug 2029
22556,12,6,Actual,96,6,31 Aug 2029
22557,12,6,Actual,97,5,31 Aug 2029
22558,12,6,Actual,99,35000,31 Aug 2029
22559,12,6,Actual,101,1776.32,31 Aug 2029
22560,12,7,Actual,4,632.69,31 Aug 2029
22561,12,7,Actual,6,12135.03,31 Aug 2029
22562,12,7,Actual,7,357.15,31 Aug 2029
22563,12,7,Actual,8,243.32,31 Aug 2029
22564,12,7,Actual,13,1675.26,31 Aug 2029
22565,12,7,Actual,14,1165.67,31 Aug 2029
22566,12,7,Actual,15,2209.31,31 Aug 2029
22567,12,7,Actual,18,3795.51,31 Aug 2029
22568,12,7,Actual,19,12093.54,31 Aug 2029
22569,12,7,Actual,20,3680.61,31 Aug 2029
22570,12,7,Actual,21,22110.75,31 Aug 2029
22571,12,7,Actual,22,3288.05,31 Aug 2029
22572,12,7,Actual,23,1330.57,31 Aug 2029
22573,12,7,Actual,24,6746.63,31 Aug 2029
22574,12,7,Actual,28,6022.15,31 Aug 2029
22575,12,7,Actual,29,54830.5,31 Aug 2029
22576,12,7,Actual,31,22312.88,31 Aug 2029
22577,12,7,Actual,32,9314.76,31 Aug 2029
22578,12,7,Actual,33,7663.67,31 Aug 2029
22579,12,7,Actual,34,875.24,31 Aug 2029
22580,12,7,Actual,35,24793.77,31 Aug 2029
22581,12,7,Actual,37,21594.78,31 Aug 2029
22582,12,7,Actual,38,10259.46,31 Aug 2029
22583,12,7,Actual,39,20400.08,31 Aug 2029
22584,12,7,Actual,40,8788.16,31 Aug 2029
22585,12,7,Actual,43,-76456.68,31 Aug 2029
22586,12,7,Actual,46,-44646.49,31 Aug 2029
22587,12,7,Actual,100,6262.58,31 Aug 2029
22588,3,1,Actual,60,97773,1 Oct 2029
22589,3,1,Actual,61,12038,1 Oct 2029
22590,3,1,Actual,62,8025,1 Oct 2029
22591,3,1,Actual,65,975,1 Oct 2029
22592,3,1,Actual,66,887,1 Oct 2029
22593,3,1,Actual,67,450,1 Oct 2029
22594,3,1,Actual,68,345,1 Oct 2029
22595,3,1,Actual,69,98,1 Oct 2029
22596,3,1,Actual,71,156,1 Oct 2029
22597,3,1,Actual,73,643,1 Oct 2029
22598,3,1,Actual,74,416,1 Oct 2029
22599,3,1,Actual,76,750,1 Oct 2029
22600,3,1,Actual,77,1350,1 Oct 2029
22601,3,1,Actual,78,392,1 Oct 2029
22602,3,1,Actual,80,1590,1 Oct 2029
22603,3,1,Actual,81,984,1 Oct 2029
22604,3,1,Actual,82,100,1 Oct 2029
22605,3,1,Actual,83,351,1 Oct 2029
22606,3,1,Actual,84,309,1 Oct 2029
22607,3,1,Actual,85,281,1 Oct 2029
22608,3,1,Actual,87,1350,1 Oct 2029
22609,3,1,Actual,89,302,1 Oct 2029
22610,3,1,Actual,90,463,1 Oct 2029
22611,3,1,Actual,91,-370,1 Oct 2029
22612,3,1,Actual,92,618,1 Oct 2029
22613,3,1,Actual,94,145,1 Oct 2029
22614,3,1,Actual,96,15,1 Oct 2029
22615,3,2,Actual,12,159146,1 Oct 2029
22616,3,6,Actual,52,33758,1 Oct 2029
22617,3,6,Actual,53,21701,1 Oct 2029
22618,3,6,Actual,54,3683,1 Oct 2029
22619,3,6,Actual,56,109446,1 Oct 2029
22620,3,6,Actual,57,36169,1 Oct 2029
22621,3,6,Actual,60,55614,1 Oct 2029
22622,3,6,Actual,61,5706,1 Oct 2029
22623,3,6,Actual,62,3994,1 Oct 2029
22624,3,6,Actual,63,14467,1 Oct 2029
22625,3,6,Actual,65,650,1 Oct 2029
22626,3,6,Actual,66,591,1 Oct 2029
22627,3,6,Actual,67,300,1 Oct 2029
22628,3,6,Actual,68,220,1 Oct 2029
22629,3,6,Actual,69,65,1 Oct 2029
22630,3,6,Actual,71,91,1 Oct 2029
22631,3,6,Actual,72,482,1 Oct 2029
22632,3,6,Actual,73,416,1 Oct 2029
22633,3,6,Actual,74,382,1 Oct 2029
22634,3,6,Actual,76,4358,1 Oct 2029
22635,3,6,Actual,77,900,1 Oct 2029
22636,3,6,Actual,78,254,1 Oct 2029
22637,3,6,Actual,80,966,1 Oct 2029
22638,3,6,Actual,81,598,1 Oct 2029
22639,3,6,Actual,82,58,1 Oct 2029
22640,3,6,Actual,83,202,1 Oct 2029
22641,3,6,Actual,84,168,1 Oct 2029
22642,3,6,Actual,85,161,1 Oct 2029
22643,3,6,Actual,87,900,1 Oct 2029
22644,3,6,Actual,89,164,1 Oct 2029
22645,3,6,Actual,90,252,1 Oct 2029
22646,3,6,Actual,91,-202,1 Oct 2029
22647,3,6,Actual,92,336,1 Oct 2029
22648,3,6,Actual,94,14372,1 Oct 2029
22649,3,6,Actual,96,10,1 Oct 2029
22650,3,6,Actual,97,996,1 Oct 2029
22651,3,6,Actual,99,45000,1 Oct 2029
22652,3,6,Actual,101,482263,1 Oct 2029
22653,3,7,Actual,4,750186,1 Oct 2029
22654,3,7,Actual,6,542624,1 Oct 2029
22655,3,7,Actual,7,18062,1 Oct 2029
22656,3,7,Actual,8,10852,1 Oct 2029
22657,3,7,Actual,13,89533,1 Oct 2029
22658,3,7,Actual,14,50464,1 Oct 2029
22659,3,7,Actual,15,109610,1 Oct 2029
22660,3,7,Actual,18,17836,1 Oct 2029
22661,3,7,Actual,19,56836,1 Oct 2029
22662,3,7,Actual,20,17657,1 Oct 2029
22663,3,7,Actual,21,80052,1 Oct 2029
22664,3,7,Actual,22,15301,1 Oct 2029
22665,3,7,Actual,23,6318,1 Oct 2029
22666,3,7,Actual,24,31709,1 Oct 2029
22667,3,7,Actual,28,26602,1 Oct 2029
22668,3,7,Actual,29,240366,1 Oct 2029
22669,3,7,Actual,31,68068,1 Oct 2029
22670,3,7,Actual,32,41301,1 Oct 2029
22671,3,7,Actual,33,38095,1 Oct 2029
22672,3,7,Actual,34,37603,1 Oct 2029
22673,3,7,Actual,35,154494,1 Oct 2029
22674,3,7,Actual,37,140394,1 Oct 2029
22675,3,7,Actual,38,41644,1 Oct 2029
22676,3,7,Actual,39,70964,1 Oct 2029
22677,3,7,Actual,40,38822,1 Oct 2029
22678,3,7,Actual,43,533632,1 Oct 2029
22679,3,7,Actual,46,497316,1 Oct 2029
22680,3,7,Actual,60,22245,1 Oct 2029
22681,3,7,Actual,61,2739,1 Oct 2029
22682,3,7,Actual,62,1369,1 Oct 2029
22683,3,7,Actual,65,216,1 Oct 2029
22684,3,7,Actual,66,196,1 Oct 2029
22685,3,7,Actual,67,100,1 Oct 2029
22686,3,7,Actual,68,76,1 Oct 2029
22687,3,7,Actual,69,22,1 Oct 2029
22688,3,7,Actual,71,31,1 Oct 2029
22689,3,7,Actual,73,150,1 Oct 2029
22690,3,7,Actual,74,297,1 Oct 2029
22691,3,7,Actual,76,190,1 Oct 2029
22692,3,7,Actual,77,342,1 Oct 2029
22693,3,7,Actual,78,111,1 Oct 2029
22694,3,7,Actual,80,407,1 Oct 2029
22695,3,7,Actual,81,252,1 Oct 2029
22696,3,7,Actual,82,25,1 Oct 2029
22697,3,7,Actual,83,87,1 Oct 2029
22698,3,7,Actual,84,75,1 Oct 2029
22699,3,7,Actual,85,69,1 Oct 2029
22700,3,7,Actual,87,360,1 Oct 2029
22701,3,7,Actual,89,73,1 Oct 2029
22702,3,7,Actual,90,112,1 Oct 2029
22703,3,7,Actual,91,-90,1 Oct 2029
22704,3,7,Actual,92,150,1 Oct 2029
22705,3,7,Actual,94,37,1 Oct 2029
22706,3,7,Actual,96,4,1 Oct 2029
22707,3,7,Actual,100,26885,1 Oct 2029
22708,4,1,Actual,60,53563,1 Oct 2029
22709,4,1,Actual,61,4397,1 Oct 2029
22710,4,1,Actual,62,4946,1 Oct 2029
22711,4,1,Actual,65,642,1 Oct 2029
22712,4,1,Actual,66,584,1 Oct 2029
22713,4,1,Actual,67,296,1 Oct 2029
22714,4,1,Actual,68,220,1 Oct 2029
22715,4,1,Actual,69,64,1 Oct 2029
22716,4,1,Actual,71,99,1 Oct 2029
22717,4,1,Actual,73,395,1 Oct 2029
22718,4,1,Actual,74,291,1 Oct 2029
22719,4,1,Actual,76,443,1 Oct 2029
22720,4,1,Actual,77,798,1 Oct 2029
22721,4,1,Actual,78,228,1 Oct 2029
22722,4,1,Actual,80,940,1 Oct 2029
22723,4,1,Actual,81,582,1 Oct 2029
22724,4,1,Actual,82,60,1 Oct 2029
22725,4,1,Actual,83,211,1 Oct 2029
22726,4,1,Actual,84,189,1 Oct 2029
22727,4,1,Actual,85,169,1 Oct 2029
22728,4,1,Actual,87,761,1 Oct 2029
22729,4,1,Actual,89,284,1 Oct 2029
22730,4,1,Actual,90,436,1 Oct 2029
22731,4,1,Actual,91,-349,1 Oct 2029
22732,4,1,Actual,92,582,1 Oct 2029
22733,4,1,Actual,94,290,1 Oct 2029
22734,4,1,Actual,96,13,1 Oct 2029
22735,4,2,Actual,12,88547,1 Oct 2029
22736,4,6,Actual,52,2579,1 Oct 2029
22737,4,6,Actual,53,11605,1 Oct 2029
22738,4,6,Actual,54,3498,1 Oct 2029
22739,4,6,Actual,56,44167,1 Oct 2029
22740,4,6,Actual,57,25790,1 Oct 2029
22741,4,6,Actual,60,37781,1 Oct 2029
22742,4,6,Actual,61,4652,1 Oct 2029
22743,4,6,Actual,62,2326,1 Oct 2029
22744,4,6,Actual,63,8382,1 Oct 2029
22745,4,6,Actual,65,287,1 Oct 2029
22746,4,6,Actual,66,261,1 Oct 2029
22747,4,6,Actual,67,135,1 Oct 2029
22748,4,6,Actual,68,99,1 Oct 2029
22749,4,6,Actual,69,29,1 Oct 2029
22750,4,6,Actual,71,46,1 Oct 2029
22751,4,6,Actual,72,335,1 Oct 2029
22752,4,6,Actual,73,205,1 Oct 2029
22753,4,6,Actual,74,200,1 Oct 2029
22754,4,6,Actual,76,1519,1 Oct 2029
22755,4,6,Actual,77,489,1 Oct 2029
22756,4,6,Actual,78,150,1 Oct 2029
22757,4,6,Actual,80,571,1 Oct 2029
22758,4,6,Actual,81,354,1 Oct 2029
22759,4,6,Actual,82,34,1 Oct 2029
22760,4,6,Actual,83,121,1 Oct 2029
22761,4,6,Actual,84,101,1 Oct 2029
22762,4,6,Actual,85,97,1 Oct 2029
22763,4,6,Actual,87,527,1 Oct 2029
22764,4,6,Actual,89,153,1 Oct 2029
22765,4,6,Actual,90,234,1 Oct 2029
22766,4,6,Actual,91,-187,1 Oct 2029
22767,4,6,Actual,92,313,1 Oct 2029
22768,4,6,Actual,94,16828,1 Oct 2029
22769,4,6,Actual,96,9,1 Oct 2029
22770,4,6,Actual,97,621,1 Oct 2029
22771,4,6,Actual,99,63000,1 Oct 2029
22772,4,6,Actual,101,257906,1 Oct 2029
22773,4,7,Actual,4,396809,1 Oct 2029
22774,4,7,Actual,6,349852,1 Oct 2029
22775,4,7,Actual,7,11406,1 Oct 2029
22776,4,7,Actual,8,6997,1 Oct 2029
22777,4,7,Actual,13,50903,1 Oct 2029
22778,4,7,Actual,14,34285,1 Oct 2029
22779,4,7,Actual,15,72069,1 Oct 2029
22780,4,7,Actual,18,14268,1 Oct 2029
22781,4,7,Actual,19,45468,1 Oct 2029
22782,4,7,Actual,20,14838,1 Oct 2029
22783,4,7,Actual,21,56561,1 Oct 2029
22784,4,7,Actual,22,12240,1 Oct 2029
22785,4,7,Actual,23,5054,1 Oct 2029
22786,4,7,Actual,24,27697,1 Oct 2029
22787,4,7,Actual,28,20603,1 Oct 2029
22788,4,7,Actual,29,196260,1 Oct 2029
22789,4,7,Actual,31,57131,1 Oct 2029
22790,4,7,Actual,32,31058,1 Oct 2029
22791,4,7,Actual,33,29922,1 Oct 2029
22792,4,7,Actual,34,24489,1 Oct 2029
22793,4,7,Actual,35,115195,1 Oct 2029
22794,4,7,Actual,37,99355,1 Oct 2029
22795,4,7,Actual,38,32613,1 Oct 2029
22796,4,7,Actual,39,58779,1 Oct 2029
22797,4,7,Actual,40,30067,1 Oct 2029
22798,4,7,Actual,43,-46542,1 Oct 2029
22799,4,7,Actual,46,513160,1 Oct 2029
22800,4,7,Actual,100,24904,1 Oct 2029
22801,5,1,Actual,60,45881,1 Oct 2029
22802,5,1,Actual,61,3766,1 Oct 2029
22803,5,1,Actual,62,2825,1 Oct 2029
22804,5,1,Actual,65,396,1 Oct 2029
22805,5,1,Actual,66,360,1 Oct 2029
22806,5,1,Actual,67,190,1 Oct 2029
22807,5,1,Actual,68,140,1 Oct 2029
22808,5,1,Actual,69,40,1 Oct 2029
22809,5,1,Actual,71,64,1 Oct 2029
22810,5,1,Actual,73,290,1 Oct 2029
22811,5,1,Actual,74,239,1 Oct 2029
22812,5,1,Actual,76,383,1 Oct 2029
22813,5,1,Actual,77,690,1 Oct 2029
22814,5,1,Actual,78,212,1 Oct 2029
22815,5,1,Actual,80,814,1 Oct 2029
22816,5,1,Actual,81,504,1 Oct 2029
22817,5,1,Actual,82,50,1 Oct 2029
22818,5,1,Actual,83,173,1 Oct 2029
22819,5,1,Actual,84,145,1 Oct 2029
22820,5,1,Actual,85,138,1 Oct 2029
22821,5,1,Actual,87,743,1 Oct 2029
22822,5,1,Actual,89,189,1 Oct 2029
22823,5,1,Actual,90,290,1 Oct 2029
22824,5,1,Actual,91,-232,1 Oct 2029
22825,5,1,Actual,92,387,1 Oct 2029
22826,5,1,Actual,94,297,1 Oct 2029
22827,5,1,Actual,96,11,1 Oct 2029
22828,5,2,Actual,12,126589,1 Oct 2029
22829,5,6,Actual,52,7595,1 Oct 2029
22830,5,6,Actual,53,22786,1 Oct 2029
22831,5,6,Actual,54,3201,1 Oct 2029
22832,5,6,Actual,56,78998,1 Oct 2029
22833,5,6,Actual,60,39961,1 Oct 2029
22834,5,6,Actual,61,4100,1 Oct 2029
22835,5,6,Actual,62,4100,1 Oct 2029
22836,5,6,Actual,63,8545,1 Oct 2029
22837,5,6,Actual,65,601,1 Oct 2029
22838,5,6,Actual,66,546,1 Oct 2029
22839,5,6,Actual,67,270,1 Oct 2029
22840,5,6,Actual,68,203,1 Oct 2029
22841,5,6,Actual,69,60,1 Oct 2029
22842,5,6,Actual,71,88,1 Oct 2029
22843,5,6,Actual,72,569,1 Oct 2029
22844,5,6,Actual,73,351,1 Oct 2029
22845,5,6,Actual,74,359,1 Oct 2029
22846,5,6,Actual,76,2877,1 Oct 2029
22847,5,6,Actual,77,668,1 Oct 2029
22848,5,6,Actual,78,170,1 Oct 2029
22849,5,6,Actual,80,638,1 Oct 2029
22850,5,6,Actual,81,395,1 Oct 2029
22851,5,6,Actual,82,38,1 Oct 2029
22852,5,6,Actual,83,131,1 Oct 2029
22853,5,6,Actual,84,108,1 Oct 2029
22854,5,6,Actual,85,105,1 Oct 2029
22855,5,6,Actual,87,608,1 Oct 2029
22856,5,6,Actual,89,140,1 Oct 2029
22857,5,6,Actual,90,216,1 Oct 2029
22858,5,6,Actual,91,-173,1 Oct 2029
22859,5,6,Actual,92,288,1 Oct 2029
22860,5,6,Actual,94,32769,1 Oct 2029
22861,5,6,Actual,96,9,1 Oct 2029
22862,5,6,Actual,97,668,1 Oct 2029
22863,5,6,Actual,99,43000,1 Oct 2029
22864,5,6,Actual,101,379768,1 Oct 2029
22865,5,7,Actual,4,610373,1 Oct 2029
22866,5,7,Actual,6,564811,1 Oct 2029
22867,5,7,Actual,7,18577,1 Oct 2029
22868,5,7,Actual,8,11296,1 Oct 2029
22869,5,7,Actual,13,84721,1 Oct 2029
22870,5,7,Actual,14,58175,1 Oct 2029
22871,5,7,Actual,15,120869,1 Oct 2029
22872,5,7,Actual,18,10701,1 Oct 2029
22873,5,7,Actual,19,34101,1 Oct 2029
22874,5,7,Actual,20,10058,1 Oct 2029
22875,5,7,Actual,21,52502,1 Oct 2029
22876,5,7,Actual,22,9272,1 Oct 2029
22877,5,7,Actual,23,3790,1 Oct 2029
22878,5,7,Actual,24,20579,1 Oct 2029
22879,5,7,Actual,28,17659,1 Oct 2029
22880,5,7,Actual,29,154626,1 Oct 2029
22881,5,7,Actual,31,46943,1 Oct 2029
22882,5,7,Actual,32,25524,1 Oct 2029
22883,5,7,Actual,33,21818,1 Oct 2029
22884,5,7,Actual,34,36769,1 Oct 2029
22885,5,7,Actual,35,83697,1 Oct 2029
22886,5,7,Actual,37,76946,1 Oct 2029
22887,5,7,Actual,38,25775,1 Oct 2029
22888,5,7,Actual,39,52936,1 Oct 2029
22889,5,7,Actual,40,25771,1 Oct 2029
22890,5,7,Actual,43,-47920,1 Oct 2029
22891,5,7,Actual,46,1197871,1 Oct 2029
22892,5,7,Actual,100,17999,1 Oct 2029
22893,6,1,Actual,60,24639,1 Oct 2029
22894,6,1,Actual,61,2275,1 Oct 2029
22895,6,1,Actual,62,1770,1 Oct 2029
22896,6,1,Actual,65,235,1 Oct 2029
22897,6,1,Actual,66,213,1 Oct 2029
22898,6,1,Actual,67,110,1 Oct 2029
22899,6,1,Actual,68,79,1 Oct 2029
22900,6,1,Actual,69,24,1 Oct 2029
22901,6,1,Actual,71,34,1 Oct 2029
22902,6,1,Actual,73,152,1 Oct 2029
22903,6,1,Actual,74,153,1 Oct 2029
22904,6,1,Actual,76,187,1 Oct 2029
22905,6,1,Actual,77,337,1 Oct 2029
22906,6,1,Actual,78,102,1 Oct 2029
22907,6,1,Actual,80,400,1 Oct 2029
22908,6,1,Actual,81,248,1 Oct 2029
22909,6,1,Actual,82,25,1 Oct 2029
22910,6,1,Actual,83,89,1 Oct 2029
22911,6,1,Actual,84,77,1 Oct 2029
22912,6,1,Actual,85,71,1 Oct 2029
22913,6,1,Actual,87,340,1 Oct 2029
22914,6,1,Actual,89,179,1 Oct 2029
22915,6,1,Actual,90,275,1 Oct 2029
22916,6,1,Actual,91,-220,1 Oct 2029
22917,6,1,Actual,92,367,1 Oct 2029
22918,6,1,Actual,96,9,1 Oct 2029
22919,6,2,Actual,12,74781,1 Oct 2029
22920,6,2,Actual,60,4822,1 Oct 2029
22921,6,2,Actual,61,544,1 Oct 2029
22922,6,2,Actual,62,346,1 Oct 2029
22923,6,2,Actual,65,51,1 Oct 2029
22924,6,2,Actual,66,47,1 Oct 2029
22925,6,2,Actual,67,24,1 Oct 2029
22926,6,2,Actual,68,18,1 Oct 2029
22927,6,2,Actual,69,5,1 Oct 2029
22928,6,2,Actual,71,8,1 Oct 2029
22929,6,2,Actual,73,34,1 Oct 2029
22930,6,2,Actual,74,132,1 Oct 2029
22931,6,2,Actual,76,41,1 Oct 2029
22932,6,2,Actual,77,74,1 Oct 2029
22933,6,2,Actual,78,32,1 Oct 2029
22934,6,2,Actual,80,94,1 Oct 2029
22935,6,2,Actual,81,58,1 Oct 2029
22936,6,2,Actual,82,6,1 Oct 2029
22937,6,2,Actual,83,21,1 Oct 2029
22938,6,2,Actual,84,19,1 Oct 2029
22939,6,2,Actual,85,17,1 Oct 2029
22940,6,2,Actual,87,76,1 Oct 2029
22941,6,2,Actual,89,44,1 Oct 2029
22942,6,2,Actual,90,67,1 Oct 2029
22943,6,2,Actual,91,-54,1 Oct 2029
22944,6,2,Actual,92,90,1 Oct 2029
22945,6,2,Actual,96,2,1 Oct 2029
22946,6,3,Actual,10,1214948,1 Oct 2029
22947,6,3,Actual,11,712469,1 Oct 2029
22948,6,3,Actual,60,29838,1 Oct 2029
22949,6,3,Actual,61,2755,1 Oct 2029
22950,6,3,Actual,62,3061,1 Oct 2029
22951,6,3,Actual,65,428,1 Oct 2029
22952,6,3,Actual,66,390,1 Oct 2029
22953,6,3,Actual,67,192,1 Oct 2029
22954,6,3,Actual,68,146,1 Oct 2029
22955,6,3,Actual,69,43,1 Oct 2029
22956,6,3,Actual,71,66,1 Oct 2029
22957,6,3,Actual,73,256,1 Oct 2029
22958,6,3,Actual,74,202,1 Oct 2029
22959,6,3,Actual,76,272,1 Oct 2029
22960,6,3,Actual,77,490,1 Oct 2029
22961,6,3,Actual,78,128,1 Oct 2029
22962,6,3,Actual,80,492,1 Oct 2029
22963,6,3,Actual,81,305,1 Oct 2029
22964,6,3,Actual,82,29,1 Oct 2029
22965,6,3,Actual,83,103,1 Oct 2029
22966,6,3,Actual,84,85,1 Oct 2029
22967,6,3,Actual,85,83,1 Oct 2029
22968,6,3,Actual,87,454,1 Oct 2029
22969,6,3,Actual,89,199,1 Oct 2029
22970,6,3,Actual,90,306,1 Oct 2029
22971,6,3,Actual,91,-245,1 Oct 2029
22972,6,3,Actual,92,408,1 Oct 2029
22973,6,3,Actual,96,12,1 Oct 2029
22974,6,4,Actual,60,15973,1 Oct 2029
22975,6,4,Actual,61,1311,1 Oct 2029
22976,6,4,Actual,62,820,1 Oct 2029
22977,6,4,Actual,65,104,1 Oct 2029
22978,6,4,Actual,66,94,1 Oct 2029
22979,6,4,Actual,67,50,1 Oct 2029
22980,6,4,Actual,68,38,1 Oct 2029
22981,6,4,Actual,69,10,1 Oct 2029
22982,6,4,Actual,71,16,1 Oct 2029
22983,6,4,Actual,73,82,1 Oct 2029
22984,6,4,Actual,74,108,1 Oct 2029
22985,6,4,Actual,76,113,1 Oct 2029
22986,6,4,Actual,77,204,1 Oct 2029
22987,6,4,Actual,78,71,1 Oct 2029
22988,6,4,Actual,80,270,1 Oct 2029
22989,6,4,Actual,81,167,1 Oct 2029
22990,6,4,Actual,82,17,1 Oct 2029
22991,6,4,Actual,83,60,1 Oct 2029
22992,6,4,Actual,84,52,1 Oct 2029
22993,6,4,Actual,85,48,1 Oct 2029
22994,6,4,Actual,87,227,1 Oct 2029
22995,6,4,Actual,89,120,1 Oct 2029
22996,6,4,Actual,90,185,1 Oct 2029
22997,6,4,Actual,91,-148,1 Oct 2029
22998,6,4,Actual,92,247,1 Oct 2029
22999,6,4,Actual,96,6,1 Oct 2029
23000,6,5,Actual,60,15672,1 Oct 2029
23001,6,5,Actual,61,1287,1 Oct 2029
23002,6,5,Actual,62,1287,1 Oct 2029
23003,6,5,Actual,65,169,1 Oct 2029
23004,6,5,Actual,66,153,1 Oct 2029
23005,6,5,Actual,67,78,1 Oct 2029
23006,6,5,Actual,68,58,1 Oct 2029
23007,6,5,Actual,69,17,1 Oct 2029
23008,6,5,Actual,71,26,1 Oct 2029
23009,6,5,Actual,73,108,1 Oct 2029
23010,6,5,Actual,74,154,1 Oct 2029
23011,6,5,Actual,76,127,1 Oct 2029
23012,6,5,Actual,77,229,1 Oct 2029
23013,6,5,Actual,78,76,1 Oct 2029
23014,6,5,Actual,80,291,1 Oct 2029
23015,6,5,Actual,81,180,1 Oct 2029
23016,6,5,Actual,82,19,1 Oct 2029
23017,6,5,Actual,83,67,1 Oct 2029
23018,6,5,Actual,84,60,1 Oct 2029
23019,6,5,Actual,85,53,1 Oct 2029
23020,6,5,Actual,87,227,1 Oct 2029
23021,6,5,Actual,89,140,1 Oct 2029
23022,6,5,Actual,90,216,1 Oct 2029
23023,6,5,Actual,91,-173,1 Oct 2029
23024,6,5,Actual,92,288,1 Oct 2029
23025,6,5,Actual,96,6,1 Oct 2029
23026,6,6,Actual,52,4154,1 Oct 2029
23027,6,6,Actual,53,18695,1 Oct 2029
23028,6,6,Actual,54,862,1 Oct 2029
23029,6,6,Actual,56,53878,1 Oct 2029
23030,6,6,Actual,57,10386,1 Oct 2029
23031,6,6,Actual,60,21022,1 Oct 2029
23032,6,6,Actual,61,1941,1 Oct 2029
23033,6,6,Actual,62,1510,1 Oct 2029
23034,6,6,Actual,63,3490,1 Oct 2029
23035,6,6,Actual,65,230,1 Oct 2029
23036,6,6,Actual,66,209,1 Oct 2029
23037,6,6,Actual,67,106,1 Oct 2029
23038,6,6,Actual,68,79,1 Oct 2029
23039,6,6,Actual,69,23,1 Oct 2029
23040,6,6,Actual,71,34,1 Oct 2029
23041,6,6,Actual,72,174,1 Oct 2029
23042,6,6,Actual,73,152,1 Oct 2029
23043,6,6,Actual,74,151,1 Oct 2029
23044,6,6,Actual,76,869,1 Oct 2029
23045,6,6,Actual,77,333,1 Oct 2029
23046,6,6,Actual,78,105,1 Oct 2029
23047,6,6,Actual,80,425,1 Oct 2029
23048,6,6,Actual,81,263,1 Oct 2029
23049,6,6,Actual,82,27,1 Oct 2029
23050,6,6,Actual,83,95,1 Oct 2029
23051,6,6,Actual,84,85,1 Oct 2029
23052,6,6,Actual,85,76,1 Oct 2029
23053,6,6,Actual,87,340,1 Oct 2029
23054,6,6,Actual,89,198,1 Oct 2029
23055,6,6,Actual,90,305,1 Oct 2029
23056,6,6,Actual,91,-244,1 Oct 2029
23057,6,6,Actual,92,406,1 Oct 2029
23058,6,6,Actual,96,9,1 Oct 2029
23059,6,6,Actual,97,595,1 Oct 2029
23060,6,6,Actual,99,47500,1 Oct 2029
23061,6,6,Actual,101,207726,1 Oct 2029
23062,6,7,Actual,4,294482,1 Oct 2029
23063,6,7,Actual,6,320339,1 Oct 2029
23064,6,7,Actual,7,10343,1 Oct 2029
23065,6,7,Actual,8,6406,1 Oct 2029
23066,6,7,Actual,13,47089,1 Oct 2029
23067,6,7,Actual,14,30752,1 Oct 2029
23068,6,7,Actual,15,64708,1 Oct 2029
23069,6,7,Actual,18,12485,1 Oct 2029
23070,6,7,Actual,19,39785,1 Oct 2029
23071,6,7,Actual,20,11361,1 Oct 2029
23072,6,7,Actual,21,114313,1 Oct 2029
23073,6,7,Actual,22,10603,1 Oct 2029
23074,6,7,Actual,23,4466,1 Oct 2029
